"","unique_genes","Entrez","Ensembl","Symbols"
"308565",1.36170743541713,"308565","ENSRNOG00000018580","Klk8"
"252931",1.35834418602736,"252931","ENSRNOG00000000969","Cyp3a18"
"498659",1.35638893409364,"498659","ENSRNOG00000038135","RatNP-3b"
"288529",1.35051996969087,"288529","ENSRNOG00000001329","Gjc3"
"65195",1.34769454210137,"65195","ENSRNOG00000014686","Kcnd3"
"302421",1.34510208009849,"302421","ENSRNOG00000002800","Gdpd2"
"64348",1.34435165806973,"64348","ENSRNOG00000049770","Cryba4"
"65047",1.3434929074944,"65047","ENSRNOG00000026065","Slit1"
"682968",1.33249823940304,"682968","ENSRNOG00000039808","Isx"
"286937",1.32442488421039,"286937","ENSRNOG00000011211","Pex5l"
"498246",1.32439949029295,"498246","ENSRNOG00000003888","Rgs13"
"297333",1.32367174229011,"297333","ENSRNOG00000006776","Smyd1"
"293181",1.32205526273128,"293181","ENSRNOG00000017021","Galnt18"
"24949",1.31376210696671,"24949","ENSRNOG00000010365","Syn1"
"304741",1.31120844655112,"304741","ENSRNOG00000002414","Tfcp2l1"
"25549",1.31094846030152,"25549","ENSRNOG00000008890","Slc18a2"
"308965",1.30996437243779,"308965","ENSRNOG00000019112","Chp2"
"25684",1.30934895397178,"25684","ENSRNOG00000011022","Mep1a"
"307838",1.30911024940442,"307838","ENSRNOG00000016953","Chst4"
"689210",1.30876131579155,"689210","ENSRNOG00000000491","Spdef"
"24783",1.30719966619862,"24783","ENSRNOG00000015567","Slc9a2"
"81642",1.30540932085687,"81642","ENSRNOG00000028781","Abcc6"
"303692",1.29453813470935,"303692","ENSRNOG00000012083","St6galnac2"
"286924",1.29348749170248,"286924","ENSRNOG00000005268","Gnat3"
"302990",1.29258911637261,"302990","ENSRNOG00000018701","Tpsg1"
"84597",1.28156567695153,"84597","ENSRNOG00000070149","Fut9"
"81725",1.27961040747763,"81725","ENSRNOG00000033567","Musk"
"100359865",1.27301940097916,"100359865","ENSRNOG00000039336","Hrct1"
"366792",1.27292770450951,"366792","ENSRNOG00000007927","Mettl7b"
"288227",1.26948039720303,"288227","ENSRNOG00000001953","Bace2"
"680102",1.265593634354,"680102","ENSRNOG00000031398","Mab21l2"
"688996",1.26238063587097,"688996","ENSRNOG00000006422","Kcnk16"
"64445",1.25640446036902,"64445","ENSRNOG00000019843","St3gal3"
"315524",1.25263190583022,"315524","ENSRNOG00000008515","Tmem45b"
"499759",1.25168089356554,"499759","ENSRNOG00000027392","Ccdc187"
"301118",1.2496558200368,"301118","ENSRNOG00000047368","Acer1"
"295052",1.24817884018962,"295052","ENSRNOG00000014052","Ccna1"
"60351",1.24757845230144,"60351","ENSRNOG00000007197","Nr1h4"
"291991",1.24197097831484,"291991","ENSRNOG00000020406","Tmed6"
"170808",1.24080885878502,"170808","ENSRNOG00000003468","Capn8"
"60349",1.23694423825411,"60349","ENSRNOG00000000653","Nr5a2"
"367994",1.23006016877867,"367994","ENSRNOG00000038896","Upk3bl1"
"691161",1.22791419120266,"691161","ENSRNOG00000013605","Sh2d6"
"366251",1.22729793824092,"366251","ENSRNOG00000025384","Slc2a10"
