"","baseMean","log2FoldChange","padj","T1-2442","T2-2443","T3-2538","T31","T32","T33","T34","T16-2460","T17-2463","T18-2747","T19-3847","T20-3849","Significance"
"Cyp1a1",37.1996022509516,-3.61412625773905,1.35224177067854e-07,168.084342746367,53.2099300376672,45.6757365093659,64.8707776375381,33.0060326307347,35.4085304171151,21.4731799802896,2.0991670344268,9.7932904383542,4.24553554987862,5.10503319983454,3.42367082984789,"p < 0.001"
"Rps15al2",46.7950755239855,-3.89060227857075,6.42757041425029e-07,10.455006965085,36.1425939878494,12.0906361348321,102.171474779123,136.739278041615,112.782726513774,125.448577779586,3.49861172404466,4.8966452191771,5.94374976983007,6.80671093311272,4.56489443979719,"p < 0.001"
"Csf3",50.9391693707036,-3.94179272723932,1.44335804410218e-06,94.0950626857654,85.3366802490889,39.6304184419498,175.151099621353,23.5757375933819,135.076986406032,31.6446862867425,5.59777875847146,2.44832260958855,2.54732132992717,16.1659384661427,0,"p < 0.001"
"Car6",51.1167201717236,-4.0187162374347,2.38073217493276e-06,84.4442870256869,68.2693441992711,182.031244029973,131.363324716015,64.4403494219105,20.9828328397719,36.1653557562772,2.79888937923573,0.816107536529516,16.1330350895388,5.95587206647363,0,"p < 0.001"
"Bnc1",59.8981206679094,-4.41584809358877,2.64048667208905e-07,35.3861774202879,131.518883678008,21.4944642397016,155.689866330092,201.179627463526,24.9171139972291,125.448577779586,11.1955575169429,0,2.54732132992717,2.55251659991727,6.84734165969578,"p < 0.001"
"Prl2a1",146.926438979679,-4.4283874275742,6.78263755464662e-11,385.226795098134,517.039886215068,288.160161213499,53.518391550969,176.032174030585,194.09120376789,92.6737241254602,4.89805641366253,30.1959788515921,5.09464265985435,12.7625829995863,3.42367082984789,"p < 0.001"
"Wfdc21",43.281344947597,-4.45799278781093,3.32995783044346e-08,45.0369530803664,119.471352348724,33.5851003745337,68.114316519415,73.8706444592633,31.4742492596579,132.229581983888,10.495835172134,0,3.3964284399029,1.70167773327818,0,"p < 0.001"
"Ppfia2",28.9309396733861,-4.94117139977026,1.24915216926333e-06,27.3438643702224,54.2138909817741,24.1812722696643,42.1660054643998,113.163540448233,13.1142705248574,65.5497073082523,6.29750110328039,0,0,0,1.1412236099493,"p < 0.001"
"Reg3g",10856.7495659584,-5.13449840035429,8.91678500487124e-07,8668.80923666552,50633.7662550888,12385.5133161205,12450.3239980845,29732.1485369337,6567.62667884861,7246.63315966403,76.9694579289825,1864.80572096995,333.69909422046,284.180181457456,36.5191555183775,"p < 0.001"
"Reg4",3071.2034519897,-5.29906957265136,0.0197983580472827,946.5802459927,3338.17013915554,31662.0175270879,27.5700804959537,7.85857919779397,194.09120376789,21.4731799802896,16.7933362754144,461.916865675706,88.3071394374754,34.8843935322027,54.7787332775663,"p < 0.05"
"Serpinb13",112.851545032699,-5.34112122862962,1.87218712060597e-10,71.5765861455823,258.017962635481,64.4833927191047,209.20825788106,386.642096531463,57.7027903093728,283.672009213299,16.0936139306054,0,2.54732132992717,0.85083886663909,3.42367082984789,"p < 0.001"
"Serpinb3a",78.1081126789814,-5.50227262484024,0.000254503186246447,32.1692522002617,112.443625739976,26.1963782921363,215.695335644814,144.597857239409,56.391363256887,335.659708112947,13.2947245513697,0,0.849107109975725,0,0,"p < 0.001"
"Slc10a2",17.4916333131528,-5.89837605971049,8.95551142788459e-06,8.84654435507196,68.2693441992711,12.0906361348321,14.5959249684461,69.1554969405869,22.2942598922577,12.4318410412203,1.39944468961786,0.816107536529516,0,0,0,"p < 0.001"
"Ugt2b7",111.140441641894,-6.18064410762317,3.89063213532647e-12,84.4442870256869,528.083456600244,150.461249677911,100.549705338184,289.195714478818,59.0142173618585,109.626234636215,9.79611282732505,0.816107536529516,1.69821421995145,0,0,"p < 0.001"
"Serpinb3",105.224658970263,-6.27711510360287,0.000229788428737098,36.1904087252944,131.518883678008,22.8378682546829,499.504987809044,209.03820666132,72.128487886716,280.281507111148,11.1955575169429,0,0,0,0,"p < 0.001"
"Reg3b",23702.9037807944,-6.60412768184768,2.14565035566243e-15,15048.7761792824,125378.65854385,23144.8360721062,23069.6702973495,62227.3735198117,12691.991013957,20800.7303966963,335.167003163479,1158.87270187191,253.883025882742,251.84830452517,73.038311036755,"p < 0.001"
"Wfdc18",20.8670958230662,-6.65610213408738,1.44335804410218e-06,13.6719321851112,62.2455785346296,6.71702007490674,19.4612332912614,56.5817702241166,15.7371246298289,74.5910462473216,1.39944468961786,0,0,0,0,"p < 0.001"
